Date,Total Rainfall (mm),Mean Humidity (%)
2016-06-20,1.9,88
2016-06-21,2.1,88
2016-06-22,12.4,90
2016-06-23,15.4,95
2016-06-24,1.7,91
2016-06-25,13.2,90
2016-06-26,2.2,85
2016-06-27,16.7,89
2016-06-28,15.4,87
2016-06-29,11.4,87
2016-06-30,1.6,88
2016-07-01,14.3,90
2016-07-02,73.9,94
2016-07-03,38.2,92
2016-07-04,14.3,93
2016-07-05,32.2,92
2016-07-06,28.9,90
2016-07-07,22.3,91
2016-07-08,8.0,87
2016-07-09,47.8,92
2016-07-10,55.6,90
2016-07-11,21.8,92
2016-07-12,17.3,91
2016-07-13,5.4,88
2016-07-14,10.6,91
2016-07-15,14.7,90
2016-07-16,66.1,95
2016-07-17,23.6,93
2016-07-18,9.0,93
2016-07-19,9.9,92
2016-07-20,14.2,93
2016-07-21,7.4,93
2016-07-22,18.2,94
2016-07-23,10.1,93
2016-07-24,14.0,90
2016-07-25,40.8,94
2016-07-26,87.3,96
2016-07-27,22.0,90
2016-07-28,19.2,90
2016-07-29,18.9,88
2016-07-30,11.3,87
2016-07-31,31.8,87
2016-08-01,8.4,85
2016-08-02,24.8,87
2016-08-03,14.6,83
2016-08-04,10.7,86
2016-08-05,27.5,91
2016-08-06,59.2,94
2016-08-07,29.3,91
2016-08-08,31.0,88
2016-08-09,40.8,90
2016-08-10,13.0,84
2016-08-11,12.7,81
2016-08-12,14.9,91
2016-08-13,2.7,86
2016-08-14,6.9,86
2016-08-15,1.4,84
2016-08-16,6.3,84
2016-08-17,15.1,84
2016-08-18,1.7,88
2016-08-19,0.0,79
2016-08-20,0.3,80
2016-08-21,8.2,80
2016-08-22,1.8,79
2016-08-23,0.0,80
2016-08-24,0.4,78
2016-08-25,0.0,79
2016-08-26,12.9,85
2016-08-27,0.7,83
2016-08-28,10.7,86
2016-08-29,5.0,88
2016-08-30,15.2,89
2016-08-31,11.9,92
2016-09-01,0.5,88
2016-09-02,11.1,90
2016-09-03,5.4,91
2016-09-04,16.0,92
2016-09-05,12.5,93
2016-09-06,18.8,91
2016-09-07,40.7,94
2016-09-08,1.3,87
2016-09-09,5.8,88
2016-09-10,9.7,91
2016-09-11,25.7,89
2016-09-12,17.6,89
2016-09-13,49.2,93
2016-09-14,54.9,90
2016-09-15,21.8,89
2016-09-16,21.1,92
2016-09-17,9.0,87
2016-09-18,8.0,90
2016-09-19,25.9,92
2016-09-20,12.2,90
2016-09-21,37.7,95
2016-09-22,13.4,90
2016-09-23,8.4,91
2016-09-24,10.2,90
2016-09-25,10.6,91
2016-09-26,24.7,90
2016-09-27,1.2,85
2016-09-28,5.0,83
2016-09-29,32.2,89
2016-09-30,4.1,87
2016-10-01,2.3,87
2016-10-02,6.4,84
2016-10-03,8.5,85
2016-10-04,1.3,83
2016-10-05,10.1,84
2016-10-06,26.9,89
2016-10-07,15.9,89
2016-10-08,18.1,90
2016-10-09,5.1,91
2016-10-10,7.0,91
2016-10-11,121.0,95
2016-10-12,31.1,93
2016-10-13,3.5,88
2016-10-14,0.2,85
2016-10-15,0.2,85
2016-10-16,0.2,78
2016-10-17,0.0,80
2016-10-18,0.0,79
2016-10-19,0.0,72
2016-10-20,0.0,79
2016-10-21,0.0,79
2016-10-22,0.0,80
2016-10-23,0.0,74
2016-10-24,0.0,74
2016-10-25,0.1,77
2016-10-26,0.0,79
2016-10-27,3.4,88
2016-10-28,0.0,82
2016-10-29,0.0,81
2016-10-30,0.4,78
2016-10-31,1.2,76
2016-11-01,0.0,76
2016-11-02,0.0,73
2016-11-03,0.0,72
2016-11-04,0.0,75
2016-11-05,0.0,82
2016-11-06,0.0,77
2016-11-07,0.0,77
2016-11-08,0.0,82
2016-11-09,0.0,78
2016-11-10,0.0,71
2016-11-11,0.6,81
2016-11-12,1.0,82
2016-11-13,0.1,79
2016-11-14,0.0,75
2016-11-15,0.0,76
2016-11-16,0.0,73
2016-11-17,0.0,69
2016-11-18,0.0,70
2016-11-19,0.0,71
2016-11-20,0.0,69
2016-11-21,0.0,68
2016-11-22,0.0,71
2016-11-23,0.0,66
2016-11-24,0.0,68
2016-11-25,0.0,70
2016-11-26,0.0,70
2016-11-27,0.0,72
2016-11-28,0.0,74
2016-11-29,0.0,76
2016-11-30,0.0,75
2016-12-01,0.2,73
2016-12-02,0.0,74
2016-12-03,0.0,72
2016-12-04,0.0,72
2016-12-05,0.0,74
2016-12-06,0.0,71
2016-12-07,0.0,70
2016-12-08,0.0,70
2016-12-09,0.0,70
2016-12-10,0.0,70
2016-12-11,0.0,70
2016-12-12,0.0,70
2016-12-13,0.0,70
2016-12-14,0.0,71
2016-12-15,0.0,69
2016-12-16,0.0,71
2016-12-17,0.0,68
2016-12-18,0.0,71
2016-12-19,0.1,83
2016-12-20,0.2,81
2016-12-21,0.0,77
2016-12-22,0.0,76
2016-12-23,0.0,75
2016-12-24,0.3,80
2016-12-25,0.5,81
2016-12-26,0.5,84
2016-12-27,0.0,80
2016-12-28,0.0,78
2016-12-29,0.0,74
2016-12-30,0.0,72
2016-12-31,0.0,70
2017-01-01,0.0,73
2017-01-02,0.0,74
2017-01-03,0.0,78
2017-01-04,1.0,80
2017-01-05,0.0,79
2017-01-06,0.0,74
2017-01-07,0.0,74
2017-01-08,0.0,75
2017-01-09,0.0,72
2017-01-10,0.1,85
2017-01-11,0.0,79
2017-01-12,0.2,79
2017-01-13,0.0,68
2017-01-14,0.0,72
2017-01-15,0.0,74
2017-01-16,0.0,79
2017-01-17,0.0,76
2017-01-18,0.0,73
2017-01-19,0.0,76
2017-01-20,0.0,77
2017-01-21,0.0,77
2017-01-22,0.0,71
2017-01-23,0.0,74
2017-01-24,0.0,75
2017-01-25,0.0,73
2017-01-26,0.0,75
2017-01-27,0.0,76
2017-01-28,0.5,82
2017-01-29,0.0,80
2017-01-30,0.0,77
2017-01-31,1.3,77
2017-02-01,0.2,81
2017-02-02,0.2,81
2017-02-03,0.0,78
2017-02-04,0.0,76
2017-02-05,0.0,79
2017-02-06,0.0,66
2017-02-07,0.0,75
2017-02-08,0.0,79
2017-02-09,0.0,71
2017-02-10,0.0,74
2017-02-11,0.0,72
2017-02-12,0.0,72
2017-02-13,0.0,71
2017-02-14,0.0,70
2017-02-15,0.0,71
2017-02-16,0.0,75
2017-02-17,0.0,71
2017-02-18,0.0,67
2017-02-19,0.0,70
2017-02-20,8.2,81
2017-02-21,4.9,87
2017-02-22,10.2,86
2017-02-23,0.0,77
2017-02-24,0.0,65
2017-02-25,0.0,76
2017-02-26,0.0,68
2017-02-27,0.1,73
2017-02-28,0.0,72
2017-03-01,0.9,75
2017-03-02,0.1,76
2017-03-03,0.2,73
2017-03-04,0.0,60
2017-03-05,0.7,79
2017-03-06,0.2,70
2017-03-07,0.4,73
2017-03-08,0.0,72
2017-03-09,0.3,74
2017-03-10,11.0,78
2017-03-11,24.8,89
2017-03-12,0.8,80
2017-03-13,0.0,62
2017-03-14,0.0,66
2017-03-15,0.0,69
2017-03-16,0.0,69
2017-03-17,0.1,71
2017-03-18,8.0,79
2017-03-19,0.7,76
2017-03-20,6.4,78
2017-03-21,0.0,75
2017-03-22,0.0,73
2017-03-23,0.0,70
2017-03-24,0.6,73
2017-03-25,3.5,83
2017-03-26,0.8,83
2017-03-27,0.6,78
2017-03-28,10.6,83
2017-03-29,6.5,89
2017-03-30,26.5,89
2017-03-31,13.2,85
2017-04-01,67.5,93
2017-04-02,45.4,91
2017-04-03,21.7,90
2017-04-04,28.7,90
2017-04-05,0.4,82
2017-04-06,1.1,83
2017-04-07,3.1,87
2017-04-08,8.1,88
2017-04-09,0.1,74
2017-04-10,0.0,73
2017-04-11,0.0,75
2017-04-12,0.0,75
2017-04-13,0.0,72
2017-04-14,1.6,74
2017-04-15,9.5,82
2017-04-16,0.5,82
2017-04-17,0.0,79
2017-04-18,0.2,76
2017-04-19,2.6,88
2017-04-20,32.5,90
2017-04-21,28.9,93
2017-04-22,35.6,94
2017-04-23,2.9,84
2017-04-24,4.9,90
2017-04-25,2.6,91
2017-04-26,2.7,83
2017-04-27,1.6,82
2017-04-28,1.4,82
2017-04-29,0.5,81
2017-04-30,5.1,82
2017-05-01,1.3,83
2017-05-02,0.0,82
2017-05-03,1.0,83
2017-05-04,2.0,85
2017-05-05,1.0,87
2017-05-06,3.4,85
2017-05-07,6.6,82
2017-05-08,0.9,85
2017-05-09,5.7,88
2017-05-10,0.0,82
2017-05-11,20.5,88
2017-05-12,0.8,82
2017-05-13,5.3,83
2017-05-14,11.1,86
2017-05-15,7.3,85
2017-05-16,2.5,87
2017-05-17,0.3,80
2017-05-18,3.1,84
2017-05-19,3.6,86
2017-05-20,1.3,85
2017-05-21,4.6,85
2017-05-22,5.9,84
2017-05-23,23.4,88
2017-05-24,3.3,88
2017-05-25,12.9,90
2017-05-26,40.3,86
2017-05-27,2.5,85
2017-05-28,0.5,83
2017-05-29,1.3,79
2017-05-30,54.0,85
2017-05-31,7.6,84
2017-06-01,3.0,87
2017-06-02,32.2,91
2017-06-03,10.0,89
2017-06-04,8.0,87
2017-06-05,3.0,85
2017-06-06,0.2,82
2017-06-07,0.1,79
2017-06-08,1.8,81
2017-06-09,0.5,81
2017-06-10,2.5,83
2017-06-11,10.7,85
2017-06-12,46.6,92
2017-06-13,84.8,91
2017-06-14,1.0,86
2017-06-15,5.2,85
2017-06-16,54.6,93
2017-06-17,22.3,91
2017-06-18,5.1,90
2017-06-19,8.5,90
2017-06-20,8.2,89
2017-06-21,11.5,87
2017-06-22,22.0,93
2017-06-23,12.6,88
2017-06-24,20.2,88
2017-06-25,19.1,88
2017-06-26,22.8,86
2017-06-27,15.3,86
2017-06-28,20.6,89
2017-06-29,6.0,83
2017-06-30,20.6,90
2017-07-01,55.1,96
2017-07-02,34.6,95
2017-07-03,71.0,94
2017-07-04,42.2,92
2017-07-05,19.6,89
2017-07-06,38.4,87
2017-07-07,7.3,89
2017-07-08,22.9,91
2017-07-09,25.9,93
2017-07-10,33.6,95
2017-07-11,18.8,89
2017-07-12,20.4,91
2017-07-13,19.2,85
2017-07-14,6.3,84
2017-07-15,4.2,81
2017-07-16,7.0,82
2017-07-17,1.5,82
2017-07-18,5.0,81
2017-07-19,23.3,92
2017-07-20,25.6,91
2017-07-21,2.5,87
2017-07-22,5.2,86
2017-07-23,4.5,84
2017-07-24,16.9,87
2017-07-25,16.7,87
2017-07-26,8.8,88
2017-07-27,7.7,84
2017-07-28,3.6,83
2017-07-29,15.7,88
2017-07-30,1.1,84
2017-07-31,1.1,84
2017-08-01,7.1,86
2017-08-02,23.5,91
2017-08-03,20.1,88
2017-08-04,22.7,89
2017-08-05,37.9,88
2017-08-06,9.7,87
2017-08-07,1.1,87
2017-08-08,1.5,85
2017-08-09,8.7,86
2017-08-10,28.1,94
2017-08-11,52.6,96
2017-08-12,97.3,97
2017-08-13,54.4,94
2017-08-14,4.8,90
2017-08-15,4.0,89
2017-08-16,8.0,87
2017-08-17,10.6,88
2017-08-18,21.7,92
2017-08-19,10.5,88
2017-08-20,4.8,87
2017-08-21,14.7,86
2017-08-22,8.8,85
2017-08-23,9.9,86
2017-08-24,10.6,85
2017-08-25,2.3,82
2017-08-26,20.2,85
2017-08-27,17.7,86
2017-08-28,11.7,88
2017-08-29,0.1,83
2017-08-30,11.4,87
2017-08-31,11.1,87
2017-09-01,21.6,89
2017-09-02,11.0,89
2017-09-03,46.7,90
2017-09-04,1.5,88
2017-09-05,0.9,84
2017-09-06,1.6,85
2017-09-07,6.9,86
2017-09-08,2.7,88
2017-09-09,7.9,90
2017-09-10,13.7,94
2017-09-11,29.8,88
2017-09-12,14.9,91
2017-09-13,12.0,89
2017-09-14,4.2,87
2017-09-15,4.8,86
2017-09-16,0.1,83
2017-09-17,9.1,83
2017-09-18,10.3,89
2017-09-19,4.1,88
2017-09-20,32.3,93
2017-09-21,1.9,88
2017-09-22,1.2,86
2017-09-23,2.9,87
2017-09-24,3.0,89
2017-09-25,9.1,89
2017-09-26,3.6,91
2017-09-27,0.1,85
2017-09-28,3.6,89
2017-09-29,38.2,93
2017-09-30,4.0,94
2017-10-01,5.4,90
2017-10-02,2.9,87
2017-10-03,1.9,88
2017-10-04,0.4,85
2017-10-05,0.0,84
2017-10-06,0.0,84
2017-10-07,21.1,86
2017-10-08,19.0,89
2017-10-09,8.8,90
2017-10-10,0.5,88
2017-10-11,0.7,85
2017-10-12,5.1,86
2017-10-13,5.9,87
2017-10-14,5.1,90
2017-10-15,0.2,85
2017-10-16,1.8,86
2017-10-17,0.1,84
2017-10-18,0.0,86
2017-10-19,3.6,87
2017-10-20,47.7,94
2017-10-21,82.0,93
2017-10-22,4.8,90
2017-10-23,0.8,87
2017-10-24,0.1,87
2017-10-25,0.4,87
2017-10-26,0.0,86
2017-10-27,0.0,84
2017-10-28,0.0,84
2017-10-29,0.0,83
2017-10-30,2.4,89
2017-10-31,0.0,83
2017-11-01,0.0,84
2017-11-02,0.0,82
2017-11-03,0.0,82
2017-11-04,0.0,84
2017-11-05,0.0,82
2017-11-06,0.0,81
2017-11-07,0.0,84
2017-11-08,0.0,84
2017-11-09,0.0,84
2017-11-10,0.0,82
2017-11-11,0.0,81
2017-11-12,0.0,80
2017-11-13,0.0,78
2017-11-14,0.0,78
2017-11-15,0.0,80
2017-11-16,0.0,80
2017-11-17,1.0,82
2017-11-18,0.0,75
2017-11-19,0.0,81
2017-11-20,0.2,82
2017-11-21,0.0,81
2017-11-22,0.0,82
2017-11-23,0.2,83
2017-11-24,0.1,79
2017-11-25,0.0,80
2017-11-26,0.6,78
2017-11-27,2.2,80
2017-11-28,0.8,83
2017-11-29,0.0,79
2017-11-30,0.0,79
2017-12-01,0.0,77
2017-12-02,0.0,76
2017-12-03,0.0,80
2017-12-04,0.0,78
2017-12-05,0.0,78
2017-12-06,0.0,80
2017-12-07,0.0,76
2017-12-08,0.0,78
2017-12-09,0.0,80
2017-12-10,0.0,81
2017-12-11,0.3,86
2017-12-12,0.0,81
2017-12-13,0.0,76
2017-12-14,0.0,82
2017-12-15,0.0,84
2017-12-16,0.0,83
2017-12-17,0.0,81
2017-12-18,0.0,81
2017-12-19,0.0,82
2017-12-20,0.0,81
2017-12-21,0.0,80
2017-12-22,0.4,79
2017-12-23,0.4,83
2017-12-24,0.0,83
2017-12-25,0.0,79
2017-12-26,0.0,82
2017-12-27,0.0,81
2017-12-28,0.0,82
2017-12-29,0.0,82
2017-12-30,0.0,80
2017-12-31,0.0,77
2018-01-01,0.0,78
2018-01-02,2.3,77
2018-01-03,3.8,88
2018-01-04,1.1,83
2018-01-05,0.0,81
2018-01-06,0.6,80
2018-01-07,0.0,76
2018-01-08,0.0,78
2018-01-09,0.0,75
2018-01-10,0.0,78
2018-01-11,0.0,81
2018-01-12,0.0,81
2018-01-13,0.0,80
2018-01-14,0.4,82
2018-01-15,0.5,84
2018-01-16,0.0,83
2018-01-17,0.0,82
2018-01-18,0.0,82
2018-01-19,0.1,81
2018-01-20,0.0,83
2018-01-21,0.0,81
2018-01-22,0.0,81
2018-01-23,0.0,81
2018-01-24,0.8,82
2018-01-25,0.0,73
2018-01-26,0.0,78
2018-01-27,0.0,72
2018-01-28,0.1,79
2018-01-29,0.0,71
2018-01-30,0.0,73
2018-01-31,0.0,75
2018-02-01,0.0,71
2018-02-02,0.0,76
2018-02-03,1.5,80
2018-02-04,0.6,82
2018-02-05,1.6,79
2018-02-06,0.4,80
2018-02-07,0.1,79
2018-02-08,0.0,76
2018-02-09,0.0,70
2018-02-10,0.0,74
2018-02-11,0.0,77
2018-02-12,0.0,71
2018-02-13,0.0,72
2018-02-14,0.1,77
2018-02-15,0.6,78
2018-02-16,0.0,74
2018-02-17,0.0,75
2018-02-18,0.0,70
2018-02-19,0.0,69
2018-02-20,0.0,71
2018-02-21,0.0,67
2018-02-22,0.9,68
2018-02-23,0.8,74
2018-02-24,2.0,78
2018-02-25,7.0,79
2018-02-26,12.3,89
2018-02-27,0.0,81
2018-02-28,0.0,79
2018-03-01,0.0,75
2018-03-02,3.6,83
2018-03-03,1.0,83
2018-03-04,0.0,78
2018-03-05,1.2,80
2018-03-06,0.2,76
2018-03-07,0.0,73
2018-03-08,0.0,77
2018-03-09,0.0,75
2018-03-10,0.0,74
2018-03-11,0.8,72
2018-03-12,0.0,74
2018-03-13,2.1,83
2018-03-14,0.5,78
2018-03-15,5.0,75
2018-03-16,2.4,84
2018-03-17,0.0,80
2018-03-18,1.2,75
2018-03-19,0.0,76
2018-03-20,0.0,73
2018-03-21,0.0,66
2018-03-22,0.2,71
2018-03-23,12.5,73
2018-03-24,0.0,74
2018-03-25,0.0,77
2018-03-26,1.3,72
2018-03-27,1.4,76
2018-03-28,0.0,74
2018-03-29,2.7,76
2018-03-30,3.2,77
2018-03-31,0.8,77
2018-04-01,0.0,68
2018-04-02,0.0,66
2018-04-03,0.3,67
2018-04-04,0.5,67
2018-04-05,3.6,68
2018-04-06,5.7,80
2018-04-07,0.8,69
2018-04-08,6.0,79
2018-04-09,0.9,80
2018-04-10,4.6,82
2018-04-11,15.2,83
2018-04-12,4.9,85
2018-04-13,1.2,76
2018-04-14,7.9,80
2018-04-15,2.3,78
2018-04-16,3.1,79
2018-04-17,2.0,76
2018-04-18,12.3,85
2018-04-19,9.0,84
2018-04-20,31.0,91
2018-04-21,13.0,86
2018-04-22,6.0,86
2018-04-23,0.0,83
2018-04-24,1.0,81
2018-04-25,0.5,81
2018-04-26,0.8,75
2018-04-27,4.6,83
2018-04-28,5.1,78
2018-04-29,6.5,83
2018-04-30,14.9,90
2018-05-01,0.2,81
2018-05-02,9.3,87
2018-05-03,3.4,85
2018-05-04,9.3,89
2018-05-05,2.1,85
2018-05-06,9.3,85
2018-05-07,22.6,88
2018-05-08,12.1,88
2018-05-09,4.9,87
2018-05-10,1.2,85
2018-05-11,2.0,82
2018-05-12,0.1,80
2018-05-13,0.1,79
2018-05-14,0.7,81
2018-05-15,1.8,82
2018-05-16,4.1,85
2018-05-17,1.0,82
2018-05-18,13.1,86
2018-05-19,23.9,87
2018-05-20,7.3,83
2018-05-21,2.0,81
2018-05-22,7.4,84
2018-05-23,30.2,89
2018-05-24,12.9,86
2018-05-25,128.9,91
2018-05-26,14.2,88
2018-05-27,2.0,88
2018-05-28,0.1,82
2018-05-29,2.1,82
2018-05-30,1.1,82
2018-05-31,2.8,87
2018-06-01,0.6,86
2018-06-02,6.1,86
2018-06-03,0.9,83
2018-06-04,15.0,86
2018-06-05,4.7,83
2018-06-06,13.6,83
2018-06-07,5.4,84
2018-06-08,9.1,88
2018-06-09,17.8,83
2018-06-10,0.5,78
2018-06-11,4.6,84
2018-06-12,3.9,87
2018-06-13,4.3,87
2018-06-14,15.6,91
2018-06-15,2.1,87
2018-06-16,1.9,85
2018-06-17,2.2,86
2018-06-18,4.7,86
2018-06-19,4.2,85
2018-06-20,1.9,85
2018-06-21,4.5,87
2018-06-22,2.8,85
2018-06-23,2.2,83
2018-06-24,10.5,88
2018-06-25,24.5,89
2018-06-26,35.0,89
2018-06-27,22.6,91
2018-06-28,1.5,86
2018-06-29,0.5,81
2018-06-30,1.3,84
2018-07-01,3.1,85
2018-07-02,2.1,91
2018-07-03,18.0,90
2018-07-04,7.3,90
2018-07-05,6.5,88
2018-07-06,2.1,84
2018-07-07,13.8,83
2018-07-08,1.2,84
2018-07-09,5.1,83
2018-07-10,5.5,83
2018-07-11,17.2,89
2018-07-12,23.5,88
2018-07-13,38.3,90
2018-07-14,3.5,86
2018-07-15,9.3,89
2018-07-16,11.7,89
2018-07-17,28.1,90
2018-07-18,29.2,88
2018-07-19,1.1,82
2018-07-20,3.7,84
2018-07-21,44.2,88
2018-07-22,12.7,88
2018-07-23,32.1,89
2018-07-24,16.0,89
2018-07-25,14.7,86
2018-07-26,14.6,88
2018-07-27,22.8,90
2018-07-28,26.5,90
2018-07-29,72.9,89
2018-07-30,23.8,90
2018-07-31,49.5,89
2018-08-01,26.2,91
2018-08-02,17.2,89
2018-08-03,3.0,86
2018-08-04,23.6,88
2018-08-05,7.6,89
2018-08-06,2.1,86
2018-08-07,6.7,85
2018-08-08,16.5,85
2018-08-09,11.2,85
2018-08-10,2.5,82
2018-08-11,5.3,84
2018-08-12,37.4,88
2018-08-13,23.0,88
2018-08-14,4.2,87
2018-08-15,4.9,87
2018-08-16,24.0,86
2018-08-17,6.2,84
2018-08-18,0.0,82
2018-08-19,0.0,79
2018-08-20,27.1,87
2018-08-21,20.1,88
2018-08-22,15.3,88
2018-08-23,26.5,89
2018-08-24,35.2,93
2018-08-25,37.3,86
2018-08-26,39.7,87
2018-08-27,32.0,88
2018-08-28,18.4,89
2018-08-29,2.6,87
2018-08-30,9.0,86
2018-08-31,11.9,86
2018-09-01,36.5,87
2018-09-02,18.0,87
2018-09-03,5.1,86
2018-09-04,3.2,84
2018-09-05,12.4,86
2018-09-06,29.5,88
2018-09-07,2.1,85
2018-09-08,0.0,81
2018-09-09,4.6,86
2018-09-10,2.3,86
2018-09-11,3.7,90
2018-09-12,6.5,92
2018-09-13,6.6,91
2018-09-14,27.5,93
2018-09-15,3.0,89
2018-09-16,1.4,84
2018-09-17,0.1,81
2018-09-18,0.1,79
2018-09-19,0.0,79
2018-09-20,19.8,91
2018-09-21,12.8,90
2018-09-22,0.7,82
2018-09-23,6.7,86
2018-09-24,0.5,88
2018-09-25,2.7,89
2018-09-26,7.2,92
2018-09-27,2.5,86
2018-09-28,1.9,88
2018-09-29,3.3,89
2018-09-30,3.8,88
2018-10-01,0.4,83
2018-10-02,2.7,86
2018-10-03,1.3,86
2018-10-04,0.0,85
2018-10-05,2.3,83
2018-10-06,2.8,86
2018-10-07,2.4,85
2018-10-08,6.5,89
2018-10-09,0.4,85
2018-10-10,0.2,84
2018-10-11,3.4,90
2018-10-12,3.8,89
2018-10-13,0.2,86
2018-10-14,0.2,85
2018-10-15,1.3,84
2018-10-16,0.1,82
2018-10-17,0.0,81
2018-10-18,0.9,84
2018-10-19,1.4,86
2018-10-20,0.0,85
2018-10-21,0.0,83
2018-10-22,0.6,82
2018-10-23,0.1,83
2018-10-24,0.1,82
2018-10-25,0.0,81
2018-10-26,0.0,82
2018-10-27,0.0,82
2018-10-28,0.0,81
2018-10-29,0.5,85
2018-10-30,0.0,80
2018-10-31,0.0,83
2018-11-01,0.0,80
2018-11-02,0.2,80
2018-11-03,0.8,82
2018-11-04,4.0,86
2018-11-05,0.9,86
2018-11-06,1.5,85
2018-11-07,0.0,80
2018-11-08,0.0,82
2018-11-09,0.0,78
2018-11-10,0.0,79
2018-11-11,0.0,75
2018-11-12,0.0,76
2018-11-13,0.4,78
2018-11-14,0.2,79
2018-11-15,0.7,83
2018-11-16,1.7,84
2018-11-17,1.1,83
2018-11-18,0.5,80
2018-11-19,0.0,79
2018-11-20,0.0,79
2018-11-21,0.0,82
2018-11-22,0.0,80
2018-11-23,0.0,80
2018-11-24,0.0,81
2018-11-25,0.0,80
2018-11-26,0.0,81
2018-11-27,0.0,79
2018-11-28,0.0,79
2018-11-29,0.0,79
2018-11-30,0.0,80
2018-12-01,0.0,76
2018-12-02,0.1,77
2018-12-03,0.0,76
2018-12-04,0.0,75
2018-12-05,0.0,75
2018-12-06,0.0,75
2018-12-07,0.3,80
2018-12-08,0.0,78
2018-12-09,0.0,76
2018-12-10,0.0,74
2018-12-11,0.0,76
2018-12-12,0.0,76
2018-12-13,0.0,75
2018-12-14,0.1,78
2018-12-15,0.0,74
2018-12-16,0.0,75
2018-12-17,0.9,81
2018-12-18,20.8,92
2018-12-19,0.0,84
2018-12-20,0.0,84
2018-12-21,0.0,83
2018-12-22,0.7,82
2018-12-23,0.0,79
2018-12-24,0.0,84
2018-12-25,0.0,80
2018-12-26,0.1,82
2018-12-27,0.8,83
2018-12-28,0.4,76
2018-12-29,0.0,82
2018-12-30,0.0,81
2018-12-31,0.0,78
2019-01-01,0.0,81
2019-01-02,0.0,77
2019-01-03,1.2,81
2019-01-04,0.6,79
2019-01-05,0.0,80
2019-01-06,0.0,78
2019-01-07,0.0,78
2019-01-08,0.0,79
2019-01-09,0.0,76
2019-01-10,0.0,82
2019-01-11,0.0,80
2019-01-12,0.0,76
2019-01-13,0.0,75
2019-01-14,0.0,77
2019-01-15,0.0,73
2019-01-16,0.0,75
2019-01-17,0.0,76
2019-01-18,0.0,77
2019-01-19,0.0,72
2019-01-20,0.0,73
2019-01-21,0.0,74
2019-01-22,0.0,75
2019-01-23,0.0,73
2019-01-24,0.0,73
2019-01-25,0.0,77
2019-01-26,0.0,74
2019-01-27,0.0,68
2019-01-28,0.0,72
2019-01-29,1.1,73
2019-01-30,0.0,69
2019-01-31,0.0,74
2019-02-01,0.0,76
2019-02-02,0.0,72
2019-02-03,0.0,68
2019-02-04,0.0,69
2019-02-05,0.0,67
2019-02-06,0.0,72
2019-02-07,0.0,70
2019-02-08,1.3,72
2019-02-09,13.9,82
2019-02-10,0.0,79
2019-02-11,0.0,79
2019-02-12,0.0,75
2019-02-13,0.0,71
2019-02-14,0.0,72
2019-02-15,0.0,73
2019-02-16,0.9,86
2019-02-17,0.8,83
2019-02-18,1.5,83
2019-02-19,0.1,80
2019-02-20,4.3,80
2019-02-21,3.4,80
2019-02-22,0.0,75
2019-02-23,0.6,78
2019-02-24,0.0,76
2019-02-25,0.0,78
2019-02-26,0.0,73
2019-02-27,7.2,81
2019-02-28,4.8,90
2019-03-01,0.2,80
2019-03-02,0.0,76
2019-03-03,0.0,71
2019-03-04,0.2,76
2019-03-05,1.9,82
2019-03-06,2.3,82
2019-03-07,0.0,75
2019-03-08,0.0,73
2019-03-09,0.0,70
2019-03-10,0.0,71
2019-03-11,0.1,76
2019-03-12,0.0,74
2019-03-13,0.0,74
2019-03-14,0.0,72
2019-03-15,0.0,62
2019-03-16,0.0,48
2019-03-17,0.0,56
2019-03-18,0.0,62
2019-03-19,0.5,63
2019-03-20,0.0,70
2019-03-21,0.0,68
2019-03-22,0.2,68
2019-03-23,0.0,73
2019-03-24,0.0,66
2019-03-25,0.0,61
2019-03-26,0.1,65
2019-03-27,0.3,66
2019-03-28,0.0,65
2019-03-29,0.0,61
2019-03-30,2.7,67
2019-03-31,16.1,88
2019-04-01,2.6,83
2019-04-02,0.7,81
2019-04-03,0.0,77
2019-04-04,0.3,76
2019-04-05,1.4,80
2019-04-06,0.0,82
2019-04-07,22.6,88
2019-04-08,11.2,84
2019-04-09,13.3,87
2019-04-10,3.2,83
2019-04-11,0.0,79
2019-04-12,0.1,76
2019-04-13,0.2,79
2019-04-14,3.4,82
2019-04-15,11.1,88
2019-04-16,9.1,88
2019-04-17,5.0,83
2019-04-18,0.0,81
2019-04-19,0.0,75
2019-04-20,3.0,83
2019-04-21,0.2,79
2019-04-22,0.0,81
2019-04-23,0.0,76
2019-04-24,0.0,73
2019-04-25,0.0,72
2019-04-26,0.3,76
2019-04-27,13.6,85
2019-04-28,5.4,89
2019-04-29,39.2,91
2019-04-30,12.5,88
2019-05-01,15.5,89
2019-05-02,0.5,86
2019-05-03,1.5,87
2019-05-04,41.9,90
2019-05-05,3.5,84
2019-05-06,0.0,81
2019-05-07,1.3,81
2019-05-08,4.0,81
2019-05-09,5.6,84
2019-05-10,10.0,83
2019-05-11,2.7,83
2019-05-12,1.0,85
2019-05-13,2.5,85
2019-05-14,2.7,83
2019-05-15,3.3,86
2019-05-16,5.4,86
2019-05-17,15.8,90
2019-05-18,4.8,87
2019-05-19,1.6,85
2019-05-20,1.8,84
2019-05-21,4.5,86
2019-05-22,9.0,88
2019-05-23,20.4,89
2019-05-24,49.9,90
2019-05-25,6.0,87
2019-05-26,0.8,85
2019-05-27,20.3,86
2019-05-28,0.7,86
2019-05-29,0.6,83
2019-05-30,24.6,88
