,Date,Total Rainfall (mm),Mean Humidity (%),Station
12982,2020-07-16,2.8,84,"IITG, Guwahati - PCBA_361411"
12983,2020-07-17,0.5,84,"IITG, Guwahati - PCBA_361411"
12984,2020-07-18,3.9,86,"IITG, Guwahati - PCBA_361411"
12985,2020-07-19,43.1,92,"IITG, Guwahati - PCBA_361411"
12986,2020-07-20,95.1,94,"IITG, Guwahati - PCBA_361411"
12987,2020-07-21,26.3,94,"IITG, Guwahati - PCBA_361411"
12988,2020-07-22,19.2,94,"IITG, Guwahati - PCBA_361411"
12989,2020-07-23,15.9,90,"IITG, Guwahati - PCBA_361411"
12990,2020-07-24,25.8,91,"IITG, Guwahati - PCBA_361411"
12991,2020-07-25,0.8,83,"IITG, Guwahati - PCBA_361411"
12992,2020-07-26,7.2,87,"IITG, Guwahati - PCBA_361411"
12993,2020-07-27,17.2,91,"IITG, Guwahati - PCBA_361411"
12994,2020-07-28,24.9,88,"IITG, Guwahati - PCBA_361411"
12995,2020-07-29,18.1,92,"IITG, Guwahati - PCBA_361411"
12996,2020-07-30,3.1,90,"IITG, Guwahati - PCBA_361411"
12997,2020-07-31,12.8,89,"IITG, Guwahati - PCBA_361411"
12998,2020-08-01,0.4,87,"IITG, Guwahati - PCBA_361411"
12999,2020-08-02,2.0,82,"IITG, Guwahati - PCBA_361411"
13000,2020-08-03,0.7,80,"IITG, Guwahati - PCBA_361411"
13001,2020-08-04,0.1,79,"IITG, Guwahati - PCBA_361411"
13002,2020-08-05,1.7,75,"IITG, Guwahati - PCBA_361411"
13003,2020-08-06,1.8,83,"IITG, Guwahati - PCBA_361411"
13004,2020-08-07,2.4,83,"IITG, Guwahati - PCBA_361411"
13005,2020-08-08,14.0,85,"IITG, Guwahati - PCBA_361411"
13006,2020-08-09,13.0,90,"IITG, Guwahati - PCBA_361411"
13007,2020-08-10,1.5,85,"IITG, Guwahati - PCBA_361411"
13008,2020-08-11,5.5,92,"IITG, Guwahati - PCBA_361411"
13009,2020-08-12,18.1,90,"IITG, Guwahati - PCBA_361411"
13010,2020-08-13,9.2,88,"IITG, Guwahati - PCBA_361411"
13011,2020-08-14,6.8,85,"IITG, Guwahati - PCBA_361411"
13012,2020-08-15,13.8,88,"IITG, Guwahati - PCBA_361411"
13013,2020-08-16,12.1,89,"IITG, Guwahati - PCBA_361411"
13014,2020-08-17,39.5,91,"IITG, Guwahati - PCBA_361411"
13015,2020-08-18,22.5,88,"IITG, Guwahati - PCBA_361411"
13016,2020-08-19,3.2,85,"IITG, Guwahati - PCBA_361411"
13017,2020-08-20,16.7,90,"IITG, Guwahati - PCBA_361411"
13018,2020-08-21,28.4,89,"IITG, Guwahati - PCBA_361411"
13019,2020-08-22,6.0,88,"IITG, Guwahati - PCBA_361411"
13020,2020-08-23,7.4,86,"IITG, Guwahati - PCBA_361411"
13021,2020-08-24,1.2,84,"IITG, Guwahati - PCBA_361411"
13022,2020-08-25,2.3,86,"IITG, Guwahati - PCBA_361411"
13023,2020-08-26,4.0,85,"IITG, Guwahati - PCBA_361411"
13024,2020-08-27,11.7,86,"IITG, Guwahati - PCBA_361411"
13025,2020-08-28,3.7,84,"IITG, Guwahati - PCBA_361411"
13026,2020-08-29,7.0,87,"IITG, Guwahati - PCBA_361411"
13027,2020-08-30,9.4,86,"IITG, Guwahati - PCBA_361411"
13028,2020-08-31,19.2,90,"IITG, Guwahati - PCBA_361411"
13029,2020-09-01,10.5,87,"IITG, Guwahati - PCBA_361411"
13030,2020-09-02,0.4,84,"IITG, Guwahati - PCBA_361411"
13031,2020-09-03,0.2,81,"IITG, Guwahati - PCBA_361411"
13032,2020-09-04,0.7,81,"IITG, Guwahati - PCBA_361411"
13033,2020-09-05,3.7,87,"IITG, Guwahati - PCBA_361411"
13034,2020-09-06,2.8,89,"IITG, Guwahati - PCBA_361411"
13035,2020-09-07,3.6,90,"IITG, Guwahati - PCBA_361411"
13036,2020-09-08,6.4,90,"IITG, Guwahati - PCBA_361411"
13037,2020-09-09,2.3,87,"IITG, Guwahati - PCBA_361411"
13038,2020-09-10,8.7,88,"IITG, Guwahati - PCBA_361411"
13039,2020-09-11,13.1,90,"IITG, Guwahati - PCBA_361411"
13040,2020-09-12,9.3,90,"IITG, Guwahati - PCBA_361411"
13041,2020-09-13,6.2,91,"IITG, Guwahati - PCBA_361411"
13042,2020-09-14,5.9,90,"IITG, Guwahati - PCBA_361411"
13043,2020-09-15,2.6,90,"IITG, Guwahati - PCBA_361411"
13044,2020-09-16,2.9,92,"IITG, Guwahati - PCBA_361411"
13045,2020-09-17,2.1,92,"IITG, Guwahati - PCBA_361411"
13046,2020-09-18,1.1,88,"IITG, Guwahati - PCBA_361411"
13047,2020-09-19,0.0,84,"IITG, Guwahati - PCBA_361411"
13048,2020-09-20,0.0,83,"IITG, Guwahati - PCBA_361411"
13049,2020-09-21,15.4,88,"IITG, Guwahati - PCBA_361411"
13050,2020-09-22,51.2,94,"IITG, Guwahati - PCBA_361411"
13051,2020-09-23,8.0,90,"IITG, Guwahati - PCBA_361411"
13052,2020-09-24,26.8,93,"IITG, Guwahati - PCBA_361411"
13053,2020-09-25,9.2,93,"IITG, Guwahati - PCBA_361411"
13054,2020-09-26,2.3,90,"IITG, Guwahati - PCBA_361411"
13055,2020-09-27,18.7,91,"IITG, Guwahati - PCBA_361411"
13056,2020-09-28,1.6,88,"IITG, Guwahati - PCBA_361411"
13057,2020-09-29,3.1,87,"IITG, Guwahati - PCBA_361411"
13058,2020-09-30,0.2,87,"IITG, Guwahati - PCBA_361411"
13059,2020-10-01,1.6,88,"IITG, Guwahati - PCBA_361411"
13060,2020-10-02,4.9,89,"IITG, Guwahati - PCBA_361411"
13061,2020-10-03,16.3,90,"IITG, Guwahati - PCBA_361411"
13062,2020-10-04,4.9,87,"IITG, Guwahati - PCBA_361411"
13063,2020-10-05,5.6,87,"IITG, Guwahati - PCBA_361411"
13064,2020-10-06,10.4,90,"IITG, Guwahati - PCBA_361411"
13065,2020-10-07,18.8,91,"IITG, Guwahati - PCBA_361411"
13066,2020-10-08,2.0,87,"IITG, Guwahati - PCBA_361411"
13067,2020-10-09,0.3,85,"IITG, Guwahati - PCBA_361411"
13068,2020-10-10,0.5,87,"IITG, Guwahati - PCBA_361411"
13069,2020-10-11,2.9,85,"IITG, Guwahati - PCBA_361411"
13070,2020-10-12,0.9,85,"IITG, Guwahati - PCBA_361411"
13071,2020-10-13,0.0,83,"IITG, Guwahati - PCBA_361411"
13072,2020-10-14,0.2,84,"IITG, Guwahati - PCBA_361411"
13073,2020-10-15,0.5,83,"IITG, Guwahati - PCBA_361411"
13074,2020-10-16,0.0,84,"IITG, Guwahati - PCBA_361411"
13075,2020-10-17,0.2,83,"IITG, Guwahati - PCBA_361411"
13076,2020-10-18,1.2,84,"IITG, Guwahati - PCBA_361411"
13077,2020-10-19,0.7,85,"IITG, Guwahati - PCBA_361411"
13078,2020-10-20,0.1,84,"IITG, Guwahati - PCBA_361411"
13079,2020-10-21,0.1,83,"IITG, Guwahati - PCBA_361411"
13080,2020-10-22,6.4,86,"IITG, Guwahati - PCBA_361411"
13081,2020-10-23,75.6,94,"IITG, Guwahati - PCBA_361411"
13082,2020-10-24,69.0,91,"IITG, Guwahati - PCBA_361411"
13083,2020-10-25,1.6,88,"IITG, Guwahati - PCBA_361411"
13084,2020-10-26,1.7,91,"IITG, Guwahati - PCBA_361411"
13085,2020-10-27,0.0,85,"IITG, Guwahati - PCBA_361411"
13086,2020-10-28,0.0,85,"IITG, Guwahati - PCBA_361411"
13087,2020-10-29,0.0,85,"IITG, Guwahati - PCBA_361411"
13088,2020-10-30,0.0,85,"IITG, Guwahati - PCBA_361411"
13089,2020-10-31,0.7,85,"IITG, Guwahati - PCBA_361411"
13090,2020-11-01,1.5,85,"IITG, Guwahati - PCBA_361411"
13091,2020-11-02,0.5,85,"IITG, Guwahati - PCBA_361411"
13092,2020-11-03,0.4,86,"IITG, Guwahati - PCBA_361411"
13093,2020-11-04,0.0,78,"IITG, Guwahati - PCBA_361411"
13094,2020-11-05,0.0,77,"IITG, Guwahati - PCBA_361411"
13095,2020-11-06,0.0,84,"IITG, Guwahati - PCBA_361411"
13096,2020-11-07,0.0,83,"IITG, Guwahati - PCBA_361411"
13097,2020-11-08,0.0,85,"IITG, Guwahati - PCBA_361411"
13098,2020-11-09,0.0,81,"IITG, Guwahati - PCBA_361411"
13099,2020-11-10,0.0,82,"IITG, Guwahati - PCBA_361411"
13100,2020-11-11,0.0,79,"IITG, Guwahati - PCBA_361411"
13101,2020-11-12,0.0,80,"IITG, Guwahati - PCBA_361411"
13102,2020-11-13,0.0,81,"IITG, Guwahati - PCBA_361411"
13103,2020-11-14,0.0,82,"IITG, Guwahati - PCBA_361411"
13104,2020-11-15,0.0,81,"IITG, Guwahati - PCBA_361411"
13105,2020-11-16,0.0,80,"IITG, Guwahati - PCBA_361411"
13106,2020-11-17,0.7,79,"IITG, Guwahati - PCBA_361411"
13107,2020-11-18,0.7,79,"IITG, Guwahati - PCBA_361411"
13108,2020-11-19,0.2,82,"IITG, Guwahati - PCBA_361411"
13109,2020-11-20,1.8,85,"IITG, Guwahati - PCBA_361411"
13110,2020-11-21,1.1,83,"IITG, Guwahati - PCBA_361411"
13111,2020-11-22,0.4,81,"IITG, Guwahati - PCBA_361411"
13112,2020-11-23,0.0,81,"IITG, Guwahati - PCBA_361411"
13113,2020-11-24,0.0,80,"IITG, Guwahati - PCBA_361411"
13114,2020-11-25,0.0,81,"IITG, Guwahati - PCBA_361411"
13115,2020-11-26,0.0,78,"IITG, Guwahati - PCBA_361411"
13116,2020-11-27,0.0,81,"IITG, Guwahati - PCBA_361411"
13117,2020-11-28,0.0,79,"IITG, Guwahati - PCBA_361411"
13118,2020-11-29,0.0,80,"IITG, Guwahati - PCBA_361411"
13119,2020-11-30,0.0,79,"IITG, Guwahati - PCBA_361411"
13120,2020-12-01,0.0,81,"IITG, Guwahati - PCBA_361411"
13121,2020-12-02,0.0,79,"IITG, Guwahati - PCBA_361411"
13122,2020-12-03,0.0,78,"IITG, Guwahati - PCBA_361411"
13123,2020-12-04,0.3,80,"IITG, Guwahati - PCBA_361411"
13124,2020-12-05,1.0,84,"IITG, Guwahati - PCBA_361411"
13125,2020-12-06,1.2,84,"IITG, Guwahati - PCBA_361411"
13126,2020-12-07,0.0,82,"IITG, Guwahati - PCBA_361411"
13127,2020-12-08,0.0,82,"IITG, Guwahati - PCBA_361411"
13128,2020-12-09,0.0,83,"IITG, Guwahati - PCBA_361411"
13129,2020-12-10,0.0,82,"IITG, Guwahati - PCBA_361411"
13130,2020-12-11,0.3,83,"IITG, Guwahati - PCBA_361411"
13131,2020-12-12,0.0,83,"IITG, Guwahati - PCBA_361411"
13132,2020-12-13,0.8,85,"IITG, Guwahati - PCBA_361411"
13133,2020-12-14,0.7,86,"IITG, Guwahati - PCBA_361411"
13134,2020-12-15,0.2,86,"IITG, Guwahati - PCBA_361411"
13135,2020-12-16,0.0,84,"IITG, Guwahati - PCBA_361411"
13136,2020-12-17,0.0,82,"IITG, Guwahati - PCBA_361411"
13137,2020-12-18,0.1,76,"IITG, Guwahati - PCBA_361411"
13138,2020-12-19,0.0,80,"IITG, Guwahati - PCBA_361411"
13139,2020-12-20,0.0,81,"IITG, Guwahati - PCBA_361411"
13140,2020-12-21,0.0,79,"IITG, Guwahati - PCBA_361411"
13141,2020-12-22,0.0,78,"IITG, Guwahati - PCBA_361411"
13142,2020-12-23,0.0,79,"IITG, Guwahati - PCBA_361411"
13143,2020-12-24,0.0,80,"IITG, Guwahati - PCBA_361411"
13144,2020-12-25,0.0,81,"IITG, Guwahati - PCBA_361411"
13145,2020-12-26,0.0,78,"IITG, Guwahati - PCBA_361411"
13146,2020-12-27,0.0,80,"IITG, Guwahati - PCBA_361411"
13147,2020-12-28,0.0,80,"IITG, Guwahati - PCBA_361411"
13148,2020-12-29,0.0,79,"IITG, Guwahati - PCBA_361411"
13149,2020-12-30,0.0,76,"IITG, Guwahati - PCBA_361411"
13150,2020-12-31,0.0,78,"IITG, Guwahati - PCBA_361411"
13151,2021-01-01,0.0,80,"IITG, Guwahati - PCBA_361411"
13152,2021-01-02,0.0,81,"IITG, Guwahati - PCBA_361411"
13153,2021-01-03,0.0,80,"IITG, Guwahati - PCBA_361411"
13154,2021-01-04,0.0,76,"IITG, Guwahati - PCBA_361411"
13155,2021-01-05,0.0,76,"IITG, Guwahati - PCBA_361411"
13156,2021-01-06,0.0,80,"IITG, Guwahati - PCBA_361411"
13157,2021-01-07,0.0,78,"IITG, Guwahati - PCBA_361411"
13158,2021-01-08,0.0,80,"IITG, Guwahati - PCBA_361411"
13159,2021-01-09,0.0,79,"IITG, Guwahati - PCBA_361411"
13160,2021-01-10,0.6,82,"IITG, Guwahati - PCBA_361411"
13161,2021-01-11,1.9,88,"IITG, Guwahati - PCBA_361411"
13162,2021-01-12,0.4,85,"IITG, Guwahati - PCBA_361411"
13163,2021-01-13,1.0,89,"IITG, Guwahati - PCBA_361411"
13164,2021-01-14,0.0,85,"IITG, Guwahati - PCBA_361411"
13165,2021-01-15,0.0,84,"IITG, Guwahati - PCBA_361411"
13166,2021-01-16,0.3,85,"IITG, Guwahati - PCBA_361411"
13167,2021-01-17,0.0,82,"IITG, Guwahati - PCBA_361411"
13168,2021-01-18,1.1,83,"IITG, Guwahati - PCBA_361411"
13169,2021-01-19,7.1,90,"IITG, Guwahati - PCBA_361411"
13170,2021-01-20,1.4,88,"IITG, Guwahati - PCBA_361411"
13171,2021-01-21,2.0,89,"IITG, Guwahati - PCBA_361411"
13172,2021-01-22,0.0,85,"IITG, Guwahati - PCBA_361411"
13173,2021-01-23,0.0,83,"IITG, Guwahati - PCBA_361411"
13174,2021-01-24,0.4,84,"IITG, Guwahati - PCBA_361411"
13175,2021-01-25,0.0,85,"IITG, Guwahati - PCBA_361411"
13176,2021-01-26,0.0,83,"IITG, Guwahati - PCBA_361411"
13177,2021-01-27,0.0,82,"IITG, Guwahati - PCBA_361411"
13178,2021-01-28,0.0,80,"IITG, Guwahati - PCBA_361411"
13179,2021-01-29,0.0,85,"IITG, Guwahati - PCBA_361411"
13180,2021-01-30,0.3,80,"IITG, Guwahati - PCBA_361411"
13181,2021-01-31,0.0,83,"IITG, Guwahati - PCBA_361411"
13182,2021-02-01,0.0,83,"IITG, Guwahati - PCBA_361411"
13183,2021-02-02,0.0,80,"IITG, Guwahati - PCBA_361411"
13184,2021-02-03,0.0,75,"IITG, Guwahati - PCBA_361411"
13185,2021-02-04,0.0,73,"IITG, Guwahati - PCBA_361411"
13186,2021-02-05,0.0,74,"IITG, Guwahati - PCBA_361411"
13187,2021-02-06,0.0,75,"IITG, Guwahati - PCBA_361411"
13188,2021-02-07,0.0,75,"IITG, Guwahati - PCBA_361411"
13189,2021-02-08,0.0,71,"IITG, Guwahati - PCBA_361411"
13190,2021-02-09,0.0,72,"IITG, Guwahati - PCBA_361411"
13191,2021-02-10,0.0,72,"IITG, Guwahati - PCBA_361411"
13192,2021-02-11,0.0,72,"IITG, Guwahati - PCBA_361411"
13193,2021-02-12,0.0,69,"IITG, Guwahati - PCBA_361411"
13194,2021-02-13,0.0,71,"IITG, Guwahati - PCBA_361411"
13195,2021-02-14,0.0,72,"IITG, Guwahati - PCBA_361411"
13196,2021-02-15,0.0,74,"IITG, Guwahati - PCBA_361411"
13197,2021-02-16,0.0,74,"IITG, Guwahati - PCBA_361411"
13198,2021-02-17,0.0,75,"IITG, Guwahati - PCBA_361411"
13199,2021-02-18,0.0,71,"IITG, Guwahati - PCBA_361411"
13200,2021-02-19,0.0,66,"IITG, Guwahati - PCBA_361411"
13201,2021-02-20,0.0,69,"IITG, Guwahati - PCBA_361411"
13202,2021-02-21,0.0,66,"IITG, Guwahati - PCBA_361411"
13203,2021-02-22,0.0,66,"IITG, Guwahati - PCBA_361411"
13204,2021-02-23,0.0,63,"IITG, Guwahati - PCBA_361411"
13205,2021-02-24,0.0,60,"IITG, Guwahati - PCBA_361411"
13206,2021-02-25,0.0,70,"IITG, Guwahati - PCBA_361411"
13207,2021-02-26,0.3,77,"IITG, Guwahati - PCBA_361411"
13208,2021-02-27,0.1,75,"IITG, Guwahati - PCBA_361411"
13209,2021-02-28,0.5,78,"IITG, Guwahati - PCBA_361411"
13210,2021-03-01,0.0,74,"IITG, Guwahati - PCBA_361411"
13211,2021-03-02,0.0,74,"IITG, Guwahati - PCBA_361411"
13212,2021-03-03,0.0,69,"IITG, Guwahati - PCBA_361411"
13213,2021-03-04,0.0,71,"IITG, Guwahati - PCBA_361411"
13214,2021-03-05,0.0,72,"IITG, Guwahati - PCBA_361411"
13215,2021-03-06,0.4,73,"IITG, Guwahati - PCBA_361411"
13216,2021-03-07,0.2,72,"IITG, Guwahati - PCBA_361411"
13217,2021-03-08,0.0,69,"IITG, Guwahati - PCBA_361411"
13218,2021-03-09,0.0,67,"IITG, Guwahati - PCBA_361411"
13219,2021-03-10,2.1,77,"IITG, Guwahati - PCBA_361411"
13220,2021-03-11,0.0,73,"IITG, Guwahati - PCBA_361411"
13221,2021-03-12,0.0,72,"IITG, Guwahati - PCBA_361411"
13222,2021-03-13,0.0,69,"IITG, Guwahati - PCBA_361411"
13223,2021-03-14,0.9,69,"IITG, Guwahati - PCBA_361411"
13224,2021-03-15,0.3,74,"IITG, Guwahati - PCBA_361411"
13225,2021-03-16,0.0,67,"IITG, Guwahati - PCBA_361411"
13226,2021-03-17,0.0,64,"IITG, Guwahati - PCBA_361411"
13227,2021-03-18,0.0,60,"IITG, Guwahati - PCBA_361411"
13228,2021-03-19,0.0,58,"IITG, Guwahati - PCBA_361411"
13229,2021-03-20,0.0,58,"IITG, Guwahati - PCBA_361411"
13230,2021-03-21,0.0,58,"IITG, Guwahati - PCBA_361411"
13231,2021-03-22,0.0,59,"IITG, Guwahati - PCBA_361411"
13232,2021-03-23,0.0,58,"IITG, Guwahati - PCBA_361411"
13233,2021-03-24,0.0,56,"IITG, Guwahati - PCBA_361411"
13234,2021-03-25,0.0,48,"IITG, Guwahati - PCBA_361411"
13235,2021-03-26,0.0,46,"IITG, Guwahati - PCBA_361411"
13236,2021-03-27,0.0,45,"IITG, Guwahati - PCBA_361411"
13237,2021-03-28,0.0,47,"IITG, Guwahati - PCBA_361411"
13238,2021-03-29,0.0,50,"IITG, Guwahati - PCBA_361411"
13239,2021-03-30,4.5,72,"IITG, Guwahati - PCBA_361411"
13240,2021-03-31,24.3,81,"IITG, Guwahati - PCBA_361411"
13241,2021-04-01,0.2,79,"IITG, Guwahati - PCBA_361411"
13242,2021-04-02,0.6,74,"IITG, Guwahati - PCBA_361411"
13243,2021-04-03,0.1,71,"IITG, Guwahati - PCBA_361411"
13244,2021-04-04,0.0,65,"IITG, Guwahati - PCBA_361411"
13245,2021-04-05,0.0,55,"IITG, Guwahati - PCBA_361411"
13246,2021-04-06,0.0,55,"IITG, Guwahati - PCBA_361411"
13247,2021-04-07,0.2,58,"IITG, Guwahati - PCBA_361411"
13248,2021-04-08,1.5,64,"IITG, Guwahati - PCBA_361411"
13249,2021-04-09,2.4,78,"IITG, Guwahati - PCBA_361411"
13250,2021-04-10,1.5,77,"IITG, Guwahati - PCBA_361411"
13251,2021-04-11,0.1,75,"IITG, Guwahati - PCBA_361411"
13252,2021-04-12,0.0,72,"IITG, Guwahati - PCBA_361411"
13253,2021-04-13,0.1,71,"IITG, Guwahati - PCBA_361411"
13254,2021-04-14,0.0,63,"IITG, Guwahati - PCBA_361411"
13255,2021-04-15,0.8,64,"IITG, Guwahati - PCBA_361411"
13256,2021-04-16,3.4,71,"IITG, Guwahati - PCBA_361411"
13257,2021-04-17,0.1,77,"IITG, Guwahati - PCBA_361411"
13258,2021-04-18,12.0,82,"IITG, Guwahati - PCBA_361411"
13259,2021-04-19,0.5,79,"IITG, Guwahati - PCBA_361411"
13260,2021-04-20,0.0,74,"IITG, Guwahati - PCBA_361411"
13261,2021-04-21,0.2,70,"IITG, Guwahati - PCBA_361411"
13262,2021-04-22,0.9,76,"IITG, Guwahati - PCBA_361411"
13263,2021-04-23,0.0,66,"IITG, Guwahati - PCBA_361411"
13264,2021-04-24,0.0,63,"IITG, Guwahati - PCBA_361411"
13265,2021-04-25,0.0,58,"IITG, Guwahati - PCBA_361411"
13266,2021-04-26,0.0,57,"IITG, Guwahati - PCBA_361411"
13267,2021-04-27,0.1,57,"IITG, Guwahati - PCBA_361411"
13268,2021-04-28,0.0,60,"IITG, Guwahati - PCBA_361411"
13269,2021-04-29,0.0,62,"IITG, Guwahati - PCBA_361411"
13270,2021-04-30,0.2,62,"IITG, Guwahati - PCBA_361411"
13271,2021-05-01,1.0,68,"IITG, Guwahati - PCBA_361411"
13272,2021-05-02,11.5,75,"IITG, Guwahati - PCBA_361411"
13273,2021-05-03,6.0,81,"IITG, Guwahati - PCBA_361411"
13274,2021-05-04,1.5,82,"IITG, Guwahati - PCBA_361411"
13275,2021-05-05,9.7,87,"IITG, Guwahati - PCBA_361411"
13276,2021-05-06,9.1,85,"IITG, Guwahati - PCBA_361411"
13277,2021-05-07,6.2,86,"IITG, Guwahati - PCBA_361411"
13278,2021-05-08,15.8,87,"IITG, Guwahati - PCBA_361411"
13279,2021-05-09,1.9,81,"IITG, Guwahati - PCBA_361411"
13280,2021-05-10,12.5,83,"IITG, Guwahati - PCBA_361411"
13281,2021-05-11,18.4,83,"IITG, Guwahati - PCBA_361411"
13282,2021-05-12,74.3,84,"IITG, Guwahati - PCBA_361411"
13283,2021-05-13,12.7,88,"IITG, Guwahati - PCBA_361411"
13284,2021-05-14,10.9,87,"IITG, Guwahati - PCBA_361411"
13285,2021-05-15,10.1,88,"IITG, Guwahati - PCBA_361411"
13286,2021-05-16,3.9,86,"IITG, Guwahati - PCBA_361411"
13287,2021-05-17,14.7,88,"IITG, Guwahati - PCBA_361411"
13288,2021-05-18,16.9,89,"IITG, Guwahati - PCBA_361411"
13289,2021-05-19,10.8,86,"IITG, Guwahati - PCBA_361411"
13290,2021-05-20,3.6,85,"IITG, Guwahati - PCBA_361411"
13291,2021-05-21,5.8,88,"IITG, Guwahati - PCBA_361411"
13292,2021-05-22,2.2,85,"IITG, Guwahati - PCBA_361411"
13293,2021-05-23,0.0,82,"IITG, Guwahati - PCBA_361411"
13294,2021-05-24,9.5,80,"IITG, Guwahati - PCBA_361411"
13295,2021-05-25,10.0,85,"IITG, Guwahati - PCBA_361411"
13296,2021-05-26,26.5,88,"IITG, Guwahati - PCBA_361411"
13297,2021-05-27,3.7,90,"IITG, Guwahati - PCBA_361411"
13298,2021-05-28,0.3,80,"IITG, Guwahati - PCBA_361411"
13299,2021-05-29,1.6,81,"IITG, Guwahati - PCBA_361411"
13300,2021-05-30,1.4,82,"IITG, Guwahati - PCBA_361411"
13301,2021-05-31,56.2,92,"IITG, Guwahati - PCBA_361411"
13302,2021-06-01,13.7,87,"IITG, Guwahati - PCBA_361411"
13303,2021-06-02,3.0,88,"IITG, Guwahati - PCBA_361411"
13304,2021-06-03,1.2,84,"IITG, Guwahati - PCBA_361411"
13305,2021-06-04,4.5,87,"IITG, Guwahati - PCBA_361411"
13306,2021-06-05,17.2,89,"IITG, Guwahati - PCBA_361411"
13307,2021-06-06,11.5,88,"IITG, Guwahati - PCBA_361411"
13308,2021-06-07,9.9,93,"IITG, Guwahati - PCBA_361411"
13309,2021-06-08,1.5,86,"IITG, Guwahati - PCBA_361411"
13310,2021-06-09,3.4,88,"IITG, Guwahati - PCBA_361411"
13311,2021-06-10,2.4,81,"IITG, Guwahati - PCBA_361411"
13312,2021-06-11,14.8,90,"IITG, Guwahati - PCBA_361411"
13313,2021-06-12,9.3,90,"IITG, Guwahati - PCBA_361411"
13314,2021-06-13,5.4,88,"IITG, Guwahati - PCBA_361411"
13315,2021-06-14,10.1,89,"IITG, Guwahati - PCBA_361411"
13316,2021-06-15,6.1,85,"IITG, Guwahati - PCBA_361411"
13317,2021-06-16,28.2,86,"IITG, Guwahati - PCBA_361411"
13318,2021-06-17,3.3,85,"IITG, Guwahati - PCBA_361411"
13319,2021-06-18,15.2,90,"IITG, Guwahati - PCBA_361411"
13320,2021-06-19,35.2,88,"IITG, Guwahati - PCBA_361411"
13321,2021-06-20,3.4,87,"IITG, Guwahati - PCBA_361411"
13322,2021-06-21,2.1,83,"IITG, Guwahati - PCBA_361411"
13323,2021-06-22,63.1,85,"IITG, Guwahati - PCBA_361411"
13324,2021-06-23,11.6,84,"IITG, Guwahati - PCBA_361411"
13325,2021-06-24,0.6,81,"IITG, Guwahati - PCBA_361411"
13326,2021-06-25,3.6,83,"IITG, Guwahati - PCBA_361411"
13327,2021-06-26,5.1,85,"IITG, Guwahati - PCBA_361411"
13328,2021-06-27,1.1,85,"IITG, Guwahati - PCBA_361411"
13329,2021-06-28,3.5,81,"IITG, Guwahati - PCBA_361411"
13330,2021-06-29,20.1,91,"IITG, Guwahati - PCBA_361411"
13331,2021-06-30,23.2,94,"IITG, Guwahati - PCBA_361411"
13332,2021-07-01,6.2,89,"IITG, Guwahati - PCBA_361411"
13333,2021-07-02,8.6,92,"IITG, Guwahati - PCBA_361411"
13334,2021-07-03,4.3,89,"IITG, Guwahati - PCBA_361411"
13335,2021-07-04,8.8,87,"IITG, Guwahati - PCBA_361411"
13336,2021-07-05,2.4,87,"IITG, Guwahati - PCBA_361411"
13337,2021-07-06,12.2,89,"IITG, Guwahati - PCBA_361411"
13338,2021-07-07,63.3,92,"IITG, Guwahati - PCBA_361411"
13339,2021-07-08,27.1,91,"IITG, Guwahati - PCBA_361411"
13340,2021-07-09,15.0,86,"IITG, Guwahati - PCBA_361411"
13341,2021-07-10,5.8,91,"IITG, Guwahati - PCBA_361411"
13342,2021-07-11,9.7,91,"IITG, Guwahati - PCBA_361411"
13343,2021-07-12,5.9,86,"IITG, Guwahati - PCBA_361411"
13344,2021-07-13,26.4,89,"IITG, Guwahati - PCBA_361411"
13345,2021-07-14,2.8,87,"IITG, Guwahati - PCBA_361411"
13346,2021-07-15,2.4,87,"IITG, Guwahati - PCBA_361411"
13347,2021-07-16,6.0,89,"IITG, Guwahati - PCBA_361411"
13348,2021-07-17,8.1,90,"IITG, Guwahati - PCBA_361411"
13349,2021-07-18,7.2,89,"IITG, Guwahati - PCBA_361411"
13350,2021-07-19,23.2,89,"IITG, Guwahati - PCBA_361411"
13351,2021-07-20,7.8,90,"IITG, Guwahati - PCBA_361411"
13352,2021-07-21,1.9,87,"IITG, Guwahati - PCBA_361411"
13353,2021-07-22,13.9,86,"IITG, Guwahati - PCBA_361411"
13354,2021-07-23,10.5,87,"IITG, Guwahati - PCBA_361411"
13355,2021-07-24,2.3,83,"IITG, Guwahati - PCBA_361411"
13356,2021-07-25,11.5,87,"IITG, Guwahati - PCBA_361411"
13357,2021-07-26,7.3,85,"IITG, Guwahati - PCBA_361411"
13358,2021-07-27,9.4,89,"IITG, Guwahati - PCBA_361411"
13359,2021-07-28,4.0,86,"IITG, Guwahati - PCBA_361411"
13360,2021-07-29,3.6,85,"IITG, Guwahati - PCBA_361411"
13361,2021-07-30,9.3,90,"IITG, Guwahati - PCBA_361411"
13362,2021-07-31,29.4,92,"IITG, Guwahati - PCBA_361411"
13363,2021-08-01,27.3,88,"IITG, Guwahati - PCBA_361411"
13364,2021-08-02,17.5,88,"IITG, Guwahati - PCBA_361411"
13365,2021-08-03,7.9,86,"IITG, Guwahati - PCBA_361411"
13366,2021-08-04,7.1,83,"IITG, Guwahati - PCBA_361411"
13367,2021-08-05,3.2,84,"IITG, Guwahati - PCBA_361411"
13368,2021-08-06,18.4,86,"IITG, Guwahati - PCBA_361411"
13369,2021-08-07,19.0,91,"IITG, Guwahati - PCBA_361411"
